MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50
,,,,,,,,,,,173951TBK,"6""x8'-6"" DSI SQ Black Alum Post Wrap",,,,Palmer Donavin Mfg Company (PALDO),,,,173951TBK,,,"Product, 173951TBK",PRODUCT 173951TBK 6,"173951TBK, Product, Diameter: 6","Product, Model 173951TBK, Diameter 6",Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,Diameter,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,173952TBK,"6""x10' DSI SQ Black Alum Post Wrap",,,,Palmer Donavin Mfg Company (PALDO),,,,173952TBK,,,"Product, 173952TBK",PRODUCT 173952TBK 6,"173952TBK, Product, Diameter: 6","Product, Model 173952TBK, Diameter 6",Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,Diameter,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1624157,TW52 WH INSIDE CAS VIN WRAPPED,ANDERSEN,,,-,,,,1624157,,,"Product, 1624157",PRODUCT 1624157,"1624157, Product","Product, Model 1624157",Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,40025,40025 TS-54 Wal-Board T-Square 009-008,,,,Marshalltown Trowel (5155),,,,40025,,,"Product, 40025",PRODUCT 40025,"40025, Product","Product, Model 40025",Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,48-22-3301,48-22-3301 Milw Mechanical Pencil w/ Lead Pack,,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,48-22-3301,,,"Milwaukee Accessory, Milwaukee, Product, 48-22-3301",MILWAUKEE PRODUCT 48-22-3301,"Milwaukee, 48-22-3301, Product","Milwaukee, Product, Model 48-22-3301","Milwaukee, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,48-22-3302,48-22-3302 Milw Mechanical Pencil Replacement Lead,,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,48-22-3302,,,"Milwaukee Accessory, Milwaukee, Product, 48-22-3302",MILWAUKEE PRODUCT 48-22-3302,"Milwaukee, 48-22-3302, Product","Milwaukee, Product, Model 48-22-3302","Milwaukee, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,48-22-3303,48-22-3303 Milw Mechanical Pencil Replacement Lead-Color,,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,48-22-3303,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"Milwaukee Accessory Milwaukee, Dishwasher, Professional Series, 48-22-3303",DISHWASHER LEG 5 SST 120V 15A 50-1/4IN,"Milwaukee, Professional Series, 48-22-3303, Dishwasher, Leg Mounting, 5.0-Wash Cycle, Stainless Steel","Milwaukee Dishwasher, Professional Series, 5 Wash Cycles, 120 V, 15 A, Leg Mounting, 24 in W x 24-1/4 in D, 50-1/4 in Depth With Door Open, 47 dBA Sound Level, Stainless Steel","Professional Series Dishwasher, Leg Mounting, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Series,Professional Series,,Model,,,Number of Wash Cycles,5.0,,Voltage Rating,120,V,Amperage Rating,15,A,Mounting Type,Leg,,Plug Type,,,Size,24 in W x 24-1/4 in D,,Depth With Door Open,50-1/4,in,Minimum Height,,,Maximum Height,,,Sound Level,47,dBA,Material,Stainless Steel,,Color,Stainless Steel,,Additional Information,,,Width,,,Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,TSDKAP218-G2,TSDKAP218-G2 Edge Safety - Khor Black Frame Polarized,,,,Edge Eyewear Inc (EDGSA),,GE®,,TSDKAP218-G2,,,"GE®, Product, TSDKAP218-G2",GE® PRODUCT TSDKAP218-G2 218.0,"GE®, TSDKAP218-G2, Product, Grit: 218.0","GE®, Product, Model TSDKAP218-G2, Grit 218.0","GE®, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,Grit,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,XPAP418,XPAP418 Edge Safety Glasses - Pumori Black Frame,,,,Edge Eyewear Inc (EDGSA),,GE®,,XPAP418,,,"GE®, Product, XPAP418",GE® PRODUCT XPAP418 418.0,"GE®, XPAP418, Product, Grit: 418.0","GE®, Product, Model XPAP418, Grit 418.0","GE®, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,Grit,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,XDAP419,XDAP419 Edge Safety Glasses - Dawson Black Frame Red Lenses,,,,Edge Eyewear Inc (EDGSA),,GE®,,XDAP419,,,"GE®, Product, XDAP419",GE® PRODUCT XDAP419 419.0,"GE®, XDAP419, Product, Grit: 419.0","GE®, Product, Model XDAP419, Grit 419.0","GE®, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,Grit,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,XB11PCVS,XB11PCVS Edge Safety Glasses - Photochromic Lense,,,,Edge Eyewear Inc (EDGSA),,GE®,,XB11PCVS,,,"GE®, Product, XB11PCVS",GE® PRODUCT XB11PCVS 11.0,"GE®, XB11PCVS, Product, Quantity: 11.0","GE®, Product, Model XB11PCVS, Quantity 11.0","GE®, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,Quantity,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,KB121VS,KB121VS Edge Safety Glasses - Kabru Black Frame,,,,Edge Eyewear Inc (EDGSA),,GE®,,KB121VS,,,"GE®, Product, KB121VS",GE® PRODUCT KB121VS,"GE®, KB121VS, Product","GE®, Product, Model KB121VS","GE®, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,KB126VS,KB126VS Edge Safety Glasses - Kabru Black Frame,,,,Edge Eyewear Inc (EDGSA),,GE®,,KB126VS,,,"GE®, Product, KB126VS",GE® PRODUCT KB126VS,"GE®, KB126VS, Product","GE®, Product, Model KB126VS","GE®, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,TC121VS,TC121VS Edge Safety Glasses - Tacana Black Frame,,,,Edge Eyewear Inc (EDGSA),,GE®,,TC121VS,,,"GE®, Product, TC121VS",GE® PRODUCT TC121VS,"GE®, TC121VS, Product","GE®, Product, Model TC121VS","GE®, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,TC126VS,TC126VS Edge Safety Glasses - Tacana Black Frame,,,,Edge Eyewear Inc (EDGSA),,GE®,,TC126VS,,,"GE®, Product, TC126VS",GE® PRODUCT TC126VS,"GE®, TC126VS, Product","GE®, Product, Model TC126VS","GE®, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,MK113MPAP,MK113MPAP Edge Safety Glasses - Makalu Black Frame Polarized,,,,Edge Eyewear Inc (EDGSA),,GE,,MK113MPAP,,,"GE, Product, MK113MPAP",GE PRODUCT MK113MPAP,"GE, MK113MPAP, Product","GE, Product, Model MK113MPAP","GE, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,LS117MPAP,LS117MPAP Edge Safety Glasses - Lassen Black Frame Polarized,,,,Edge Eyewear Inc (EDGSA),,GE®,,LS117MPAP,,,"GE®, Product, LS117MPAP",GE® PRODUCT LS117MPAP,"GE®, LS117MPAP, Product","GE®, Product, Model LS117MPAP","GE®, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,FE-EFX-6L,FEEFX6L Lith Fire Extinguisher,,,,Ohio Firewatch Protection Inc (HOLFS),,,,FE-EFX-6L,,,"Product, FE-EFX-6L",PRODUCT FE-EFX-6L,"FE-EFX-6L, Product","Product, Model FE-EFX-6L",Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,FE-EFX-9L,FEEFX9L Lith Fire Extinguisher,,,,Ohio Firewatch Protection Inc (HOLFS),,,,FE-EFX-9L,,,"Product, FE-EFX-9L",PRODUCT FE-EFX-9L,"FE-EFX-9L, Product","Product, Model FE-EFX-9L",Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1046793,1046793 Smoke & CO Alarm,,,First Alert,First Alert - B R K Brands (2754),,,,1046793,,,"Product, 1046793",PRODUCT 1046793,"1046793, Product","Product, Model 1046793",Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1046870,1046870 Smoke & CO Alarm,,,BRK,First Alert - B R K Brands (2754),,,,1046870,,,"Product, 1046870",PRODUCT 1046870,"1046870, Product","Product, Model 1046870",Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M701B-21L,M701B-21L Milw L Black Heated Work Glove Liners,,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,M701B-21L,,Building Materials>Decking & Railing>Composite Decking,"Milwaukee Accessory, Milwaukee, Product, M701B-21L",MILWAUKEE PRODUCT M701B-21L,"Milwaukee, M701B-21L, Product","Milwaukee, Product, Model M701B-21L","Milwaukee, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Product Line,,,Profile,,,Length,,,Color,,,Dimensions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M701B-21M,M701B-21M Milw M Black Heated Work Glove Liners,,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,M701B-21M,,Building Materials>Decking & Railing>Composite Decking,"Milwaukee Accessory, Milwaukee, Product, M701B-21M",MILWAUKEE PRODUCT M701B-21M,"Milwaukee, M701B-21M, Product","Milwaukee, Product, Model M701B-21M","Milwaukee, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Product Line,,,Profile,,,Length,,,Color,,,Dimensions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M701B-21S,M701B-21S Milw S Black Heated Work Glove Liners,,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,M701B-21S,,Building Materials>Decking & Railing>Composite Decking,"Milwaukee Accessory, Milwaukee, Product, M701B-21S",MILWAUKEE PRODUCT M701B-21S,"Milwaukee, M701B-21S, Product","Milwaukee, Product, Model M701B-21S","Milwaukee, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Product Line,,,Profile,,,Length,,,Color,,,Dimensions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M701B-21XL,M701B-21XL Milw XL Black Heated Work Glove Liners,,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,M701B-21XL,,Building Materials>Decking & Railing>Composite Decking,"Milwaukee Accessory, Milwaukee, Product, M701B-21XL",MILWAUKEE PRODUCT M701B-21XL,"Milwaukee, M701B-21XL, Product","Milwaukee, Product, Model M701B-21XL","Milwaukee, Product",,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Product Line,,,Profile,,,Length,,,Color,,,Dimensions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,MWUG42010124,UTW Pro Heated Glove Blk XS,,,,Tech Gear 5.7 Inc (TECGE),,,,MWUG42010124,,,"Product, MWUG42010124",PRODUCT MWUG42010124,"MWUG42010124, Product","Product, Model MWUG42010124",Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,MWUG42010224,UTW Pro Heated Glove Blk SM,,,,Tech Gear 5.7 Inc (TECGE),,,,MWUG42010224,,,"Product, MWUG42010224",PRODUCT MWUG42010224,"MWUG42010224, Product","Product, Model MWUG42010224",Product,,,,,,,,,,,,,,,,,,,,,,,,,,,Product,Series,,,Mounting Type,,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Material,,,Color,,,Sound Level,,,Depth With Door Open,,,Width,,,Height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
